line,isMetaphor
உன்னை ஏய்க்கப் பாக்கல,0
கட்டிக் கொள்ளும் முன்னே,0
சின்னஞ்சிறு சிட்டே கொஞ்சம் கிட்டே வாயேன்டி,0
நீ கிட்டே வாயேன்டி,0
சீமான் எந்தன் நெஞ்சைத் தொட்டுத்தான் பாரேன்டி,0
கெஞ்சி கெஞ்சி கிட்டே வந்து செய்யாதே தாஜா,0
நம்பச் செய்து ஓடிப் போனா,0
நல்லா இல்லே எந்தன் மேலே,0
சந்தேகம் நீ கொள்வது,0
அல்லா மேலே ஆணை,0
அல்லாவின் கருணையாலே,0
சொல்லாமல் வந்ததே யோகம்,0
உல்லாச ராஜயோகம்,0
கொடுக்குற தெய்வம் வலுவில் வந்து,0
கிடைச்சதை நீயும் வாரியிறைச்சா,0
மீசை நரைச்சுப் போனதினாலே,0
வயசு அதிகம் ஆனதினாலே,0
பக்கத்தில் வந்து ஹுக்காவைத் தந்து,0
பட்டான மேனி பட்டாலே இன்பம்,1
மாசிலா உண்மைக் காதலே,0
பேசும் வார்த்தை உண்மைதானா,0
கண்ணிலே மின்னும் காதலே,1
நெஞ்சிலே நீங்கிடாத பொங்கும் இன்பமே,0
பேதையை ஏய்க்க நீங்கள் போடும் வேஷமா,1
உந்தன் ரூபமே உள்ளம் தன்னில் வாழுதே,1
அன்பினாலே ஒன்று சேர்ந்தோம்,0
அழகான பொண்ணு நான்,0
அதுகேத்த கண்ணுதான்,0
என்கிட்ட இருப்பதெல்லம்,0
ஈடில்லா காட்டு ரோஜா,1
இதை நீங்க பாருங்க,0
எவரேனும் பறிக்க வந்தா குணமேதான் மாறுங்க,0
அங்கொண்ணு இளிக்குது,0
ஆட்டத்தை ரசிக்கவில்லை,1
இங்கொண்ணு என்னைப்பாத்து கண்ஜாடை பண்ணுது,0
ஏமாளிப் பொண்ணுயின்னு,0
பெண்ஜாதிய தவிக்கவிட்டு பேயாட்டம் ஆடுது,0
பித்தாகி என்னைச் சுத்தி கைத்தாளம் போடுது,0
என்னை கலி தீர்த்தே உலகில் ஏற்றம் புரிய வந்தாய்,0
அள்ளி அணைத்திடவே என் முன்னே,0
ஓடி வருகையிலே கண்ணம்மா,0
ஆடி திரிதல் கண்டால் உன்னை போய்,0
உச்சி தன்னை முகர்ந்தால்,0
மெச்சி உன்னை ஊரார் புகழ்ந்தால்,1
கன்னத்தில் முத்தமிட்டாள்,0
உன்னை தழுவிடிலோ கண்ணம்மா,0
உன் கண்ணில் நீர் வடிந்தால்,0
ஏனோ இன்பமே புதுமையாய் காண்பதே,1
காதல் என்பது இதுதானோ,0
கண்ணும் கண்ணும் கலந்து,0
சொந்தம் கொண்டாடுதே,0
கன்னி என்றேனடி கைகளை பிடித்தார்,0
ஜில்லு ஜிலுஜிலு ஜிலுவென்று நானே,0
ஜகத்தை மயக்கிடுவேனே,1
கல கல கல கலவென்று ஜோராய் ஆடுவேன் பாரடி,0
கல கல கல கலவென்று ஜோராய் பாடுவேன் கேளடி,0
ஆறு பெருகி வரின் அணை கட்டலாகும்,0
அன்பின் பாதையில் அணையிடலாமோ,0
பேதமையாலே மாதே இப்போதே,0
சாதுர்யம் பேசாதேடி,0
நடுவிலே வந்து நில்லடி,0
ஆடும் மயில் எந்தன் முன்னே,1
என்ன ஆணவத்தில் வந்தாயோடி,0
பாடும் குயில் கீதத்திலே,1
பொறாமை கொண்டு படமெடுத்து ஆடேதடி,0
இன்னொருத்தி நிகராகுமோ,1
எனக்கின்னொருத்தி நிகராகுமோ,1
இடி இடித்தால் மழையாகுமோ,1
மின்னலுக்கு அஞ்சேனடி,1
வீண் வாதமென்ன முன்னே வந்து நீ ஆடடி,0
சித்தாடை கட்டிகிட்டு,0
சிங்காரம் பண்ணிகிட்டு,0
அத்தானை பாத்து அசந்து போய் நின்னாளாம்,0
முத்தாத அரும்பெடுத்து முழ நீள சரம் தொடுத்து,0
வித்தார கள்ளி கழுத்தில் முத்தாரம் போட்டானாம்,0
வெத்தாக பேசி இளம் மனச தொட்டானாம்,0
கண்ணும் உள்ளவளாம்முகம் கோணாமல் ஆசை அன்பா,0
கண்ணும் உள்ளவளாம்,0
அந்த கள்ளி அத்தானை,0
வீரம் உள்ளவனாம்,0
யானை வந்தாலும் பந்தாடி,0
அந்த முண்டாசுக்காரன்,0
ஆனாலும் பெண் என்றால்,0
அதன் பின்னாலே என்ன ஆகும்,0
அதை கண்டு சந்தோசம்,0
இன்பம் பொங்கும் வெண்ணிலா வீசுதே,1
இதை எண்ணி எண்ணி எந்தன் நெஞ்சம் ஏங்குதே,0
தென்றல் உன்னை சொந்தமாய் தீண்டுதே,1
எந்த நாளும் உன் சொந்தம்தான் ஆண் எழிலே,0
காலத்தை வென்றவன் நீ,0
விழிகளில் நிறைந்தவன்,0
நடந்தால் அதிரும் ராஜ நடை,1
அழகாக விடிந்திடும் பொழுதும் உனக்காக,1
பாவாய் பாவாய் பாரடியோ,1
உள்ளத்தில் இருக்கும் கனவாக,0
உன்னைப் பார்த்து இந்த உலகம் சிரிக்கிறது,0
பாடும் பறவை பாயும் மிருகம்,0
இவைகளுகெல்லாம் பகுத்தறிவில்லை,1
சேவல் கூட தூங்கும் உலகை,1
ஏவல் செய்யும் காவல் காக்கும்,0
இரை கிடைத்தாலும் இல்லை என்றாலும்,0
உறவை வளர்க்கும் காக்கைகளே,0
இனத்தை இனமே பகைப்பது எல்லாம்,0
அழகும் கலையும் வாழும் நாடு,0
ஆண்டவன் வீடாய்த் திகழாதோ,1
அவைகளை எல்லாம் அழிக்க நினைத்தால்,0
நீ கடவுளைப் பார்த்தது கிடையாது,0
இறைவன் ஒருவன் இருக்கின்றான்,0
தோன்றத்தான் போகிறது,0
சம உரிமை சமுதாயம்,0
மறையத்தான் போகிறது,0
மலரத்தான் போகிறது எங்களது புது வாழ்வு,0
மாறத்தான் போகிறது மனிதா உன் விளையாட்டு,0
அந்த இருட்டுக்கும் பார்க்கின்ற விழி இருக்கும்,1
சொல்லாமல் கொள்ளாமல் காத்திருக்கும்,0
ஒரு நீதிக்கும் நேர்மைக்கும் பயந்துவிடு,0
இன்றோடு போகட்டும் திருந்திவிடு,0
நிழல் பிரிவதில்லை தன் உடலை விட்டு,0
நீ நடமாடும் பாதையில் கவனம் வைத்தால்,0
நடமாடும் பாதையில் கவனம் வைத்தால்,0
அம்மா என்றால் அன்பு,0
அப்பா என்றால் அறிவு,0
ஆசான் என்றால் கல்வி,0
அன்னையை பிள்ளை பிள்ளையை அன்னை,1
அன்பின் விளக்கம் பண்பின் முழக்கம்,0
பத்து திங்கள் மடி சுமப்பாள்,0
பத்தியமிருந்து காப்பாள்,0
இயற்கை கொடுக்கும் செல்வத்தை எல்லாம்,0
இல்லாதவர்க்கும் இருப்பவர் தமக்கும்,0
ஒருவருக்காக மழை இல்லை,0
ஒருவருக்காக நிலவில்லை,0
வருவதெல்லாம் அனைவருக்கும்,0
மொழியும் நாடும் முகத்துக்கு இரண்டு,1
உணரும்போது உனக்கும் எனக்கும்,0
வாழும் உயிரில் உயர்வும் தாழ்வும்,0
கருணை கொண்ட மனிதரெல்லாம்,1
தாய் இல்லாமல் நான் இல்லை,0
தானே எவரும் பிறந்ததில்லை,0
எனக்கொரு தாய் இருக்கின்றாள்,0
தவறினை பொறுப்பாள்,0
தர்மத்தை வளர்ப்பாள்,0
தன்மையில்லாமல் நான் மிதித்தாலும்,0
மலை முடி தொடுவாள்,0
ஆதி அந்தமும் அவள்தான்,1
அகந்தையை அழிப்பாள்,1
ஆற்றலை கொடுப்பாள்,0
அந்த இல்லாமல் நான் இல்லை,0
ஆயிரம் நிலவே வா,1
ஓராயிரம் நிலவே வா,1
இதழோரம் சுவை தேட,0
நல்லிரவு துணையிருக்க,0
நாமிருவர் தனியிருக்க,0
நாணமென்ன பாவமென்ன,0
இல்லை உறக்கம்,0
என் உயிரிலே உன்னை எழுத,0
மன்னவனின் தோளிரண்டை,0
மங்கை எந்தன் கை தழுவ,0
இந்த மயக்கம் எழில் முகம்,1
அந்த நினைவில் வந்து விழுந்தேன்,0
என்ன துடிப்போ,0
அவள் நிலை நீ உணர மாட்டாயோ அந்த நிலையில்,0
அந்த சுகத்தையும் தர மாட்டேன்,0
புத்தியுள்ள மனிதனெல்லாம் வெற்றி காண்பதில்லை,0
வெற்றி பெற்ற மனிதனெல்லம் புத்திசாலி இல்லை,1
பணமிருக்கும் மனிதரிடம் மனம் இருப்பதில்லை,0
மனம் இருக்கும் மனிதரிடம் பணம் இருப்பதில்லை,0
பணம் படைத்த வீட்டினிலே வந்ததெல்லம் சொந்தம்,1
பணம் இல்லாத மனிதருக்கு சொந்தம் எல்லாம் துன்பம்,1
பருவம் வந்த அனைவருமே காதல் கொள்வதில்லை,0
காதல் கொண்ட அனைவருமே மணம் முடிப்பதில்லை,0
மணமுடித்த அனைவருமே சேர்ந்து வாழ்வதில்லை,0
சேர்ந்து வாழும் அனைவருமே சேர்ந்து போவதில்லை,0
கனவு காணும் மனிதனுக்கு நினைப்பதெல்லம் கனவு,0
அவன் காணுகின்ற கனவினிலே வருவதெல்லம் உறவு,0
அவன் கனவில் அவள் வருவாள்,0
அவனை பார்த்து சிரிப்பாள்,0
அவன் கனவில் யார் வருவார்,0
வெட்கம் இல்லை நாணம் இல்லை,0
நினைத்தேன் முடித்தேன்,0
இமையிரண்டும் படபடக்க,0
தொடுவதற்கே துணையிருக்க,0
பருவ நிலா அருகில் வர,1
உறக்கம் வந்தே விலகிச் செல்ல,0
ஆ ஒன்ஸ் எ பாப்பா மீட் எ மாமா,0
என்னடி பாப்பா சொன்னது டூப்பா,0
ஆமை டியர் பாப்பா,0
தலையில் டாப்பா,0
வாட் அபௌட் தி ஹேர் ஆயில்,0
ஈவினிங் பியூட்டி என்னடி டுயூட்டி,0
அன்பே வா அன்பே வா,0
நீயிருந்தால் என் மாளிகை விளக்கெரியும்,1
பாா்வையிலே வெளிச்சமில்லை,0
பகல் இரவு புரியவில்லை,0
பாதையும் தெரியவில்லை,0
தெய்வம் வேண்டும் அன்பே வா,0
வான்பறவை தன் சிறகை எனக்கு தந்தால்,1
பூங்காற்றே உன் உதவியும் எனக்கிருந்தால்,0
வானத்திலே பறந்து சென்றே போனவளை,0
அழுதமுகம் சிரித்திருக்க,1
கண்ணைத்தொட்டு நெஞ்சை தொட்டு,0
பெண்ணை தொட்டது ஆசை,0
ஆசை கனவில் யாரோ பாட,0
ஓஹோ ஹோ ஹோ ஆசை,0
கண்ணை தொட்டு நெஞ்சை தொட்டு,0
சிட்டுக்குருவி தொட்டு பழகி,0
சொல்லித் தந்தது பாடம்,0
பெட்டைக்குருவி வெட்கம் வந்து,1
ஒன்றாக கொஞ்சும் நேரத்தில்,0
வச்சா குடுமி அடிச்சா மொட்டை,0
எல்லாம் எங்கள் கையிலே,0
பிடிச்சா பைத்தியம் முடிச்சா வைத்தியம்,0
மந்திரவாதி தந்திரவாதி எந்திரவாதி என்ற ஜாதி,0
எங்களோடு போட்டி போட வா,0
நீ கால் மடக்கி கை மடக்கி மூச்சடிக்கி பேச்சடிக்கி,0
எந்த ஊர் என்ன பேர்,0
ட்விஸ்ட் டான்ஸ் தெரியுமா,0
டெஸ்ட் மேட்ச் புரியுமா,0
ஆட்டம் ஆடி வழக்கமா,0
வாட் எ லக்கி டே,0
சிரிச்சா சிரிப்போம்,0
மொறச்சா மொறைப்போம்,0
நெனைச்சா நெனைப்போம்,0
மறந்தா மறப்போம்,0
ராமன் என்ன பீமன் என்ன,0
கண்ணன் என்ன மன்னன் என்ன,0
தேன் இருக்கும் மொழி இருக்கும்,0
மீன் இருக்கும் விழி இருக்கும்,0
புலியை பார் நடையிலே,1
புயலை பார் செயலிலே,1
புரியும் பார் முடிவிலே,0
விரட்டினால் முடியுமா,0
உலகில் உள்ள நாடுகளில்,0
என் கண்கள் படாத இடம் இல்லை,0
உங்களை போல கும்பலும் கூச்சலும்,1
அந்த ஊர் எனது ஊர்,0
நான் யார் தெரியுமா,0
கண்ணெடுத்து பாருங்கள்,0
காதெடுத்து கேளூங்கள்,0
நல்லவருக்கு நல்லவன்,0
ட்விஸ்ட் டான்ஸ் பாருங்கள்,0
டெஸ்ட் மேட்ச் பாருங்கள்,0
நானும் அன்று மாணவன்,0
நாலும் கற்று தெரிந்தவன்,0
எங்கும் பனி மழை பொழிகிறது,1
புதிய சூரியனின் பார்வையிலே,0
இமயத்தில் இருக்கும் குளிர்காற்று,0
இன்று இதயத்தை தொடுகிறது,0
அன்று இமயத்தில் சேரன் கொடி பறந்த,0
பிள்ளைக்கூட்டங்களை பார்க்கையிலே,0
நல்லவர் எல்லாம் நலம் பெறுவார்,0
இவர் வரவேண்டும்,0
புகழ் பெறவேண்டும்,0
எந்த நாடு என்ற கேள்வியில்லை,0
மனிதர்கள் அன்பின் வழி தேடி,0
மனம் உயர்ந்ததென்றுஇவர் வாழ்வில் விளக்குகிறார்,0
நான் பார்த்ததிலே அவள் ஒருத்தியைத்தான்,0
நான் கேட்டதிலே அவள் வார்த்தையைத்தான்,0
எந்தக் கலைஞனும் அவளை சிலை வடிப்பான்,1
அந்த இயற்கையும் அவள் மேல் காதல் கொள்ளும்,1
இடையோ இல்லை இருந்தால்,0
அந்தப் பூமகள் திருமுகம் மேலே,1
குளிர்ப் புன்னகை வருவதினாலே,0
ஒரு நாள் இல்லை ஒரு நாள் வந்து,0
அந்தக் காதலன் முகம் தொடுவானோ,0
இந்தக் காதலி சுகம் பெறுவாளோ,0
நான் பார்த்ததிலே உன் ஒருவனைத்தான்,0
நான் கேட்டதிலே உன் வார்த்தையைத்தான்,0
ராஜாவின் பார்வை ராணியின் பக்கம்,0
கண் தேடுதே சொர்க்கம்,1
கை மூடுதே வெட்கம்,0
ராணியின் முகமே ரசிப்பதில் சுகமே,0
அழகினை வடித்தேன்,0
அமுதத்தை குடித்தேன்,0
ஆசையில் விளைந்த மாதுளம் கனியோ,1
கனி இதழ் தேடும் காதலன் கிளியோ,1
உனக்கென பிறந்தேன்,0
உலகத்தை மறந்தேன்,0
பாவலன் மறந்த பாடலில் ஒன்று,0
தலைவனை அழைத்தேன்,0
தனிமையை சொன்னேன்,0
முத்தைத்தரு பத்தித் திருநகை,0
அத்திக்கிறை சத்திச் சரவண,0
முக்கட்பர மற்குச் சுருதியின்,0
முற்பட்டது கற்பித் திருவரும்,0
பத்துத்தலை தத்தக் கணைதொடு,0
ஒற்றைக்கிரி மத்தைப் பொருதொரு,0
பத்தற்கிர தத்தைக் கடவிய,0
பச்சைப்பு யல்மெச்சத் தகுபொருள்,0
தித்தித்தெய ஒத்தப் பரிபுர,0
நிர்த்தப்பதம் வைத்துப் பயிரவி,0
திக்குப்பரி அட்டப் பயிரவர்,0
தொக்குத்தொகு தொக்குத் தொகுதொகு,0
கொத்துப்பறை கொட்டக் களமிசை,0
கொட்புற்றெழ நட்புற் றவுணரை,0
வெட்டிப்பலி யிட்டுக் குலகிரி,0
இறைவன் இருக்கின்றானா மனிதன் கேட்கிறான்,0
அவன் இருந்தால் உலகத்திலே எங்கே வாழ்கிறான்,0
நான் ஆத்திகனானேன்,0
அவன் அகப்படவில்லை,0
நான் நாத்திகனானேன்,0
இறைவன் கேட்கிறான்,0
நான் அன்பு காட்டினேன்,0
அவன் ஆட்கொள்ளவில்லை,0
இந்தத் துன்பம் தீர்க்கவும்,0
கண்ணிலே உறுதி இல்லை,0
காதலுக்கோர் நீதியில்லை,0
ஒரு நாள் இருந்த மனம்,0
குடிசையில் ஓர் மனது,0
கோபுரத்தில் ஓர் மனது,0
கூடாத சேர்க்கை எல்லாம்,0
பார்ப்பவன் குருடனடி,0
படிப்பவன் மூடனடி,0
உள்ளதை சொல்பவனே,0
நீரோ கொதிக்குதடி,0
வெண்மையைக் கருமை என்று,0
ஒன்றையே நினைத்திருந்தும்,0
ஒன்றாக வாழ்ந்திருந்தும்,0
பெண்ணாகப் பிறந்தவரை,0
இருந்தால் இருந்த இடம்,0
இல்லையேல் மறந்து விடும்,0
இவர்தான் மனிதரென்றால்,0
சந்தேகம் பிறந்து விட்டால்,0
சத்தியமும் பலிப்பதில்லை,0
சத்தியத்தைக் காப்பவரும்,0
வழக்கும் முடியவில்லை,0
மனிதரின் தீர்ப்பும் இல்லை,0
மனிதனை மறந்து விட்டு,0
இன்னொருவர் வேதனை இவர்களுக்கு வேடிக்கை,0
எத்தனை பெரிய மனிதனுக்கு,0
எத்தனை சிறிய பறவைக்கு,0
உயர்ந்தவர் என்ன,0
தாழ்ந்தவர் என்ன,0
உடல் மட்டுமே கருப்பு,0
ஒரு வழி நடந்தார்,0
உயர்ந்தவர் ஆவார்,0
பல வழி கடந்தார்,0
கோழியை பாரு காலையில் விழிக்கும்,0
காக்கையை பாரு கூடி பிழைக்கும்,0
நம்மையும் பாரு,0
தனக்கொரு கொள்கை,0
அதற்கொரு தலைவன்,0
தனக்கொரு பாதை,0
உனக்கென வேண்டும்,0
உணர்ந்திடு தம்பி,0
உழைத்ததிட வேண்டும்,0
எத்தனை சிறிய மனம் இருக்கு,0
ஆறு மனமே ஆறு,1
சேர்ந்து மனிதன் வாழும் வகைக்கு,0
ஒன்றே சொல்வார் ஒன்றே செய்வார்,0
உள்ளத்தில் உள்ளது அமைதி,0
இன்பத்தில் துன்பம் துன்பத்தில் இன்பம்,0
சொல்லுக்கு செய்கை பொன்னாகும்,0
இந்த இரண்டு கட்டளை அறிந்த மனதில்,0
உண்மையைச் சொல்லி நன்மையைச் செய்தால்,0
உலகம் உன்னிடம் மயங்கும்,0
நிலை உயரும் போது பணிவு கொண்டால்,0
உண்மை என்பது அன்பாகும்,0
இந்த நான்கு கட்டளை அறிந்த மனதில்,0
ஆசை கோபம் களவு கொள்பவன்,0
அன்பு நன்றி கருணை கொண்டவன்,0
இந்த ஆறு கட்டளை அறிந்த மனது,0
அமைதியான நதியினிலே ஓடும் ஓடம்,0
காற்றினிலும் மழையினிலும்,0
கலங்க வைக்கும் இடியினிலும்,0
தென்னம் இளங்கீற்றினிலே,0
தென்னைதனைச் சாய்த்துவிடும்,0
ஆற்றங்கரை மேட்டினிலே,0
காற்றடித்தால் சாய்வதில்லை,0
அந்தியில் மயங்கி விழும்,0
அன்பு மொழி கேட்டுவிட்டால்,0
அமைதியான நதியினிலே ஓடும்,0
ஒரு தாய் மக்கள் நாமென்போம்,0
ஒன்றே எங்கள் குலமென்போம்,0
தலைவன் ஒருவன் தானென்போம்,0
பொதிகை மலையில் பிறந்தவளாம்,0
உரிமையில் நான்கு திசை கொண்டோம்,0
மூத்தவர் என்னும் பெயர் கொண்டோம்,0
முத்தமிழ் என்னும் உயிர் கொண்டோம்,1
தர்மத்தின் சங்கொலி முழங்கிடுவோம்,0
அமைதியை நெஞ்சினில் போற்றி வைப்போம்,0
பொய்யிலே பிறந்து பொய்யிலே வளர்ந்த,0
புலவர் பெருமானே,0
உம்மை புரிந்துகொண்டால் உண்மை தெரிந்து கொண்டால்,0
பூவிலே பிறந்து பூவிலே வளர்ந்த,0
உன்னை புரிந்து கொண்டான்,0
உண்மை தெரிந்துகொண்டான்,0
உம்மை புரிந்துகொண்டால்,0
உண்மை தெரிந்து கொண்டால்,0
நெஞ்சிலே விழுந்த நினைவுகளாலே,0
இன்று நேரிலே வந்து மார்பிலே என்னை,0
நேரிலே வந்து மார்பிலே என்னை,0
வெள்ளை உள்ளமே கவிதை வெள்ளமே,1
சற்றே சரிந்த குழலே அசைந்து,0
அது தானே எழுந்து மேலே விழுந்து,0
நெற்றி பொட்டிலே சூடும் பூவிலே,0
பனி இல்லாத மார்கழியா,1
இனிப்பில்லாத முக்கனியா,1
அழகில்லாத ஓவியமா,1
மழை இல்லாத மாநிலமா,1
படை இல்லாத மன்னவரா,1
தலைவன் இல்லாத காவியமா,1
கலை இல்லாத நாடகமா,1
நிலை இல்லாமல் ஓடுவதும்,0
நினைக்க தெரிந்த மனமே உனக்கு மறக்க தெரியாதா,0
பழக தெரிந்த உயிரே உனக்கு விலக தெரியாதா,0
மயங்க தெரிந்த கண்ணே உனக்கு உறங்க தெரியாதா,1
மலர தெரிந்த அன்பே உனக்கு மறைய தெரியாதா,1
எடுக்க தெரிந்த கரமே உனக்கு கொடுக்க தெரியாதா,1
இனிக்க தெரிந்த கனியே உனக்கு கசக்க தெரியாதா,1
படிக்க தெரிந்த இதழே உனக்கு முடிக்க தெரியாதா,1
படர தெரிந்த பனியே உனக்கு மறைய தெரியாதா,1
கொதிக்க தெரிந்த நிலவே உனக்கு குளிர தெரியாதா,1
குளிரும் தென்றல் காற்றே உனக்கு பிரிக்க தெரியாதா,1
பிரிக்க தெரிந்த இறைவா உனக்கு இணைக்க தெரியாதா,0
இணைய தெரிந்த தலைவா உனக்கு என்னை புரியாதா,0
ஓடும் மேகங்களே ஒரு சொல் கேளீரோ,0
காவியத்தில் நான் தலைவன்,1
நாட்டிலுள்ள அடிமைகளில்,0
மாளிகையே அவள் வீடு,0
மரக்கிளையில் என் கூடு,1
வாடுவதே என் பாடு,0
ஊரெல்லாம் தூங்கையிலே,0
விழித்திருக்கும் என் இரவு,1
உலகமெல்லாம் சிரிக்கையிலே,0
பாதையிலே வெகு தூரம்,0
பயணம் போகின்ற நேரம்,0
காதலை யார் மனம் தேடும்,0
ஒரே வானிலே,0
ஒரே மண்ணிலே,0
ஒரே வானிலே ஒரே மண்ணிலே,0
காற்று நம்மை அடிமை என்று விலக வில்லையே,0
கோடி மக்கள் சேர்ந்து வாழ வேண்டும் விடுதலை,0
அச்சமின்றி ஆடி பாட வேண்டும் விடுதலை,0
ஒரே வானிலேஒரே மண்ணிலே,0
நீ இல்லாமல் யாரோடு உறவாட வந்தேன்,0
நீ வருகின்ற வழி மீது யார் உன்னைக் கண்டார்,0
உன் மலர் கூந்தல் அலைபாய அவர் என்ன சொன்னார்உன் வடிவான இதழ் மீது சுவை என்ன தந்தார்,1
உன் மலர் கூந்தல் அலைபாய அவர் என்ன சொன்னார்,1
பூமாலையில் ஓர் மல்லிகை,0
உந்தன் வீடு தேடி வந்தது,0
சிந்தும் தேன் துளி இதழ்களின் ஓரம்,0
இளமை அழகின் இயற்கை வடிவம்,0
யாரை நம்பி நான் பொறந்தேன்,0
போங்கடா போங்க,0
என் காலம் வெல்லும் வென்ற பின்னே,0
குளத்திலே தண்ணி இல்லே,0
கொக்குமில்லே மீனுமில்லே,0
பெட்டியிலே பணமில்லே,0
தென்னைய பெத்தா இளநீரு,0
பெத்தவன் மனமே பித்தம்மா,0
பானையிலே சோறிருந்தா,0
பூனைகளும் சொந்தமடா,0
சோதனையை பங்கு வச்சா,0
நெஞ்சமிருக்கு துணிவாக,0
நேரமிருக்கு தெளிவாக,0
நினைத்தால் முடிப்பேன் தனியாக,0
ஆடியிலே காத்தடிச்சா,0
ஐப்பசியில் மழை வரும்,0
தேடி வரும் காலம் வந்தா,0
வாங்கடா வாங்க,0
நான் ஆணையிட்டால்,0
அது நடந்துவிட்டால்,0
உயிர் உள்ள வரை,0
ஒரு துன்பமில்லை,0
ஒரு தவறு செய்தால்,0
அதைத் தெரிந்து செய்தால்,0
உடல் உழைக்கச் சொல்வேன்,0
அதில் பிழைக்கச் சொல்வேன்,0
சிலர் ஆசைக்கும் தேவைக்கும்,0
வாழ்வுக்கும் வசதிக்கும்,0
ஒரு மானமில்லை,0
அதில் ஈனமில்லை,0
எதிர் காலம் வரும்,0
என் கடமை வரும்,0
பொது நீதியிலே,0
புதுப் பாதையிலே,0
இங்கு ஊமைகள் ஏங்கவும்,0
உண்மைகள் தூங்கவும்,0
ஒரு கடவுள் உண்டு,0
அவன் கொள்கை உண்டு,0
முன்பு ஏசு வந்தார்,1
பின்பு காந்தி வந்தார்,1
இவர் திருந்தவில்லை,0
மனம் வருந்தவில்லை,0
எத்தனை வண்ணங்கள்,0
முத்தமாய் சிந்தும்போது,0
மாலையில் சந்தித்தேன்,0
காதலன் தீண்டும்போது,0
கொத்து மலர் குழல் பாதம் அளந்திடும் சித்திரமோ,1
முத்து நகை தரும் மெல்லிய செவ்விதழ் ரத்தினமோ,1
துயில் கொண்ட வேளையிலே,0
குளிர் கண்ட மேனியிலே துணை வந்து சேரும்போது,0
மையலில் சிந்தித்தேன்,0
ஆலிலை மேலொரு கண்ணனைப்போல் இவன் வந்தவனோ,1
நூலிடை மேலொரு நாடகம் ஆடிட நின்றவனோ,0
சுமை கொண்ட பூங்கொடியின்,1
உடை கொண்டு மூடும்போது,0
ஏன்னா நீங்க சமத்தா இல்ல அசடா,0
சமத்தா இருந்தா கொடுப்பேலாம்,0
அசடா இருந்தா மறுப்பேலாம்,0
ஆண்  ஏன்டி புதுசா கேக்குற,0
அடுத்தாத்து அம்புஜத்தை பாத்தேளா,0
அடிச்சாலும் புடிச்சாலும் அவா ஒன்னா சேர்ந்துக்கறா,0
பட்டு பொடவய வாங்கிக்கிறா,0
அடுத்தாத்து சங்கதியெல்லாம் நமக்கேன்டி,0
அவன் சம்பளம் பாதி கிம்பளம் பாதி வாங்கறான்டி,0
மூன்றெழுத மூணு ஷோவும் பாத்தது நீதான்டி,0
சினிமாவுக்கே சம்பளம் போனா பட்டூ புடவைக்கேதடி,0
உங்களுக்கு தான் வாக்கப்பட்டு,0
பட்டு கிட்டு பேரைச்சொல்ல,0
நாளும் கிழமையும் போட்டுக்க,0
எட்டுக்கல்லு பேசாரி,0
போட்டா எடுப்பா இருக்கும் மூக்கு,0
எட்டுக்கல்லு பேசாரி போட்டா,0
சட்டியில் இருந்தா ஆப்பையிலே வரும்,0
எப்போ இருந்தது இப்போ வர்றதுக்கு,0
பேசினா என்ன வைப்பேளா ஒரு குட்டு,0
என்னத்த செய்வேள்,0
வேரென்ன செய்வேள்,0
பட்டூ அடுத்தாத்து சங்கதியெல்லாம் நமக்கேன்டி,0
திருப்பரங்குன்றத்தில் நீ சிரித்தால் முருகா,0
திருச்செந்தூரிலே வேலாடும்,0
உன் திருப்புகழ் பாடியே கடலாடும்,1
பழநியிலே இருக்கும் கந்தப் பழம்,1
பழமுதிர்ச் சோலையில் முதிர்ந்த பழம்,1
சிறப்புடனே கந்தக் கோட்டமுண்டு,0
வெள்ளி மலை மன்னவா வேதம் நீ அல்லவா,1
முன்னோர்க்கும் முன்னவா மூண்ட கதை சொல்லவா,0
வானுலகம் விழுவதென வானவர்தான் அழுவதென்ன,0
தேவர் குரல் கேட்டு உன் திருவடியைக் காட்டு,0
அபயக் கரம் நீட்டு உன் அருள் முகத்தை காட்டு,0
வெற்றிவேல் வீரவேல்,0
சுற்றி வந்த பகைவர் தம்மை தோள் நடுங்க வைத்த எங்கள் சக்திவேல்,0
ஆதி சக்தி அன்னை தந்த ஞானவேல்,0
மோதி அந்த குன்றழித்த சக்திவேல்,0
தெய்வம் உண்டு தெய்வம் உண்டு,0
என்று சொல்லும் வெற்றிவேல்,0
தெய்வ பக்தி உள்ளவர்க்கு,0
எய்த பின்பு மீண்டும் கந்தன் கையில்,0
எங்கும் வெற்றி எதிலும் வெற்றி,0
அரியது கேட்கின் வரிவடிவேலோய்,0
அரிது அரிது மானிடராதல் அரிது,0
மானிடராயினும் கூன் குருடு,0
கூன் குருடு செவிடு பேடு,0
நீங்கிப் பிறந்த காலையும்,0
ஞானமும் கல்வியும் நயந்த காலையும்,0
தானமும் தவமும்தான் செய்தல் அரிது,0
தானமும் தவமும்தான் செய்வராயின்,0
அரியது கேட்டமைக்கு அழகான தமிழில்,0
கொடியது கேட்கின் வரிவடிவேலோய்,0
கொடிது கொடிது வறுமை கொடிது,0
அதனினும் கொடிது ஆற்றொணாக் கொடு நோய்,0
அதனினும் கொடிது அன்பில்லாப் பெண்டிர்,0
சொல்லால் தமிழால் வெல்லாத உலகையெல்லாம் வெல்லும்,0
